experiment,sample,tech_rep,DNA_total_conc,Tt_total_conc,ratio_tt_total,extraction,preservation,homogenized,inhibition_value,dilution_factor,inhibited,vol_filtered,filter_size
p_e,52345-062,1,31.2,7445.382,2.1080745447132375e-6,PCI,minus 80,0,0.267,1,0,3,5
p_e,52345-063,1,29.6,13172.08,3.9311192818259955e-6,PCI,minus 80,0,0.49,1,0,3,5
p_e,52345-063,3,29.6,9334.646,2.785862739948429e-6,PCI,minus 80,0,0.024,1,0,3,5
p_e,52345-063,2,29.6,4785.081,1.4280754584089389e-6,PCI,minus 80,0,0.493,1,0,3,5
p_e,52345-125,1,0.083,378.524,4.028736855549406e-5,PCI,later,0,0.419,1,0,3,5
p_e,52345-125,3,0.083,333.758,3.5522797905402526e-5,PCI,later,0,0.003,1,0,3,5
p_e,52345-125,2,0.083,327.398,3.484588530801652e-5,PCI,later,0,0.457,1,0,3,5
p_e,52345-126,1,0.061,75.191,1.0889040143659852e-5,PCI,later,0,0.607,1,1,3,5
p_e,52345-126,2,0.061,72.051,1.0434310374790014e-5,PCI,later,0,0.56,1,1,3,5
p_e,52345-126,3,0.061,83.729,1.2125499623472167e-5,PCI,later,0,0.255,1,0,3,5
p_e,52345-127,3,0.124,32.416,2.309358258292488e-6,PCI,later,0,1.198,1,1,3,5
p_e,52345-127,1,0.124,28.827,2.053673201869372e-6,PCI,later,0,1.594,1,1,3,5
p_e,52345-127,2,0.124,24.857,1.77084520688476e-6,PCI,later,0,1.397,1,1,3,5
p_e,52345-067,2,35.2,8467.471,2.1250278569707673e-6,PCI,longmires,0,0.616,1,1,3,5
p_e,52345-067,1,35.2,7062.625,1.7724625060231286e-6,PCI,longmires,0,0.662,1,1,3,5
p_e,52345-067,3,35.2,15021.1,3.7697508432380344e-6,PCI,longmires,0,0.437,1,0,3,5
p_e,52345-068,3,34.4,9283.591,2.3840267791108557e-6,PCI,longmires,0,-0.575,1,0,3,5
p_e,52345-068,2,34.4,4215.15,1.082450797107404e-6,PCI,longmires,0,-0.846,1,0,3,5
p_e,52345-068,1,34.4,3573.537,9.176845365272412e-7,PCI,longmires,0,-0.92,1,0,3,5
p_e,52345-069,3,33.9,2026.335,5.280379311423122e-7,PCI,longmires,0,0.036,1,0,3,5
p_e,52345-069,2,33.9,1306.347,3.404179305169018e-7,PCI,longmires,0,-0.14,1,0,3,5
p_e,52345-069,1,33.9,1064.579,2.7741616894420295e-7,PCI,longmires,0,-0.019,1,0,3,5
p_e,52345-052,3,30.8,7981.599,2.2892475678032218e-6,PCI,self-preserving,0,-0.008,1,0,3,5
p_e,52345-052,2,30.8,2787.497,7.994977857831214e-7,PCI,self-preserving,0,0.101,1,0,3,5
p_e,52345-052,1,30.8,1815.499,5.207135399935753e-7,PCI,self-preserving,0,0.331,1,0,3,5
p_e,52345-053,1,24.8,2295.392,8.176336486948591e-7,PCI,self-preserving,0,0.609,1,1,3,5
p_e,52345-053,3,24.8,9623.392,3.4279151943462896e-6,PCI,self-preserving,0,0.158,1,0,3,5
p_e,52345-053,2,24.8,4421.577,1.574994656901858e-6,PCI,self-preserving,0,0.335,1,0,3,5
p_e,52345-054,3,23.8,2376.952,8.822608902218133e-7,PCI,self-preserving,0,0.104,1,0,3,5
p_e,52345-054,2,23.8,1322.407,4.908420435311934e-7,PCI,self-preserving,0,0.281,1,0,3,5
p_e,52345-054,1,23.8,497.38,1.846141283368471e-7,PCI,self-preserving,0,0.324,1,0,3,5
p_e,52345-073,2,28.8,66891.18,2.0517759864546522e-5,PCI,shield,0,-0.352,1,0,3,5
p_e,52345-073,3,28.8,61487.08,1.886014183352964e-5,PCI,shield,0,-0.353,1,0,3,5
p_e,52345-073,1,28.8,60277.43,1.848910176187672e-5,PCI,shield,0,0.1,1,0,3,5
p_e,52345-074,3,29.9,60064.23,1.7745910987153884e-5,PCI,shield,0,-0.104,1,0,3,5
p_e,52345-074,2,29.9,58747.02,1.7356742734911424e-5,PCI,shield,0,0.086,1,0,3,5
p_e,52345-074,1,29.9,50841.44,1.5021047779996928e-5,PCI,shield,0,0.069,1,0,3,5
p_e,52345-075,2,26,75189.86,2.5546976080456643e-5,PCI,shield,0,2.184,1,1,3,5
p_e,52345-075,1,26,67269.98,2.285606822506116e-5,PCI,shield,0,2.762,1,1,3,5
p_e,52345-075,3,26,56823.82,1.9306815710790975e-5,PCI,shield,0,2.078,1,1,3,5
p_e,52345-067,1,35.2,497717.69999999995,1.2490907585126885e-4,PCI,longmires,0,-0.341,10,0,3,5
p_e,52345-063,1,29.6,450021,1.343057611498424e-4,PCI,minus 80,0,-0.331,10,0,3,5
p_e,52345-068,1,34.4,441439.10000000003,1.1336158990056702e-4,PCI,longmires,0,-0.024,10,0,3,5
p_e,52345-067,3,35.2,414041.3,1.0390933685351749e-4,PCI,longmires,0,-0.28,10,0,3,5
p_e,52345-063,3,29.6,395701.1,1.1809434987107246e-4,PCI,minus 80,0,-0.362,10,0,3,5
p_e,52345-067,2,35.2,391093.1,9.81501716591712e-5,PCI,longmires,0,-0.111,10,0,3,5
p_e,52345-063,2,29.6,388744.80000000005,1.1601828860662783e-4,PCI,minus 80,0,0.044,10,0,3,5
p_e,52345-068,2,34.4,374763.39999999997,9.623926575725205e-5,PCI,longmires,0,-0.143,10,0,3,5
p_e,52345-062,1,31.2,361710.4,1.0241415239648458e-4,PCI,minus 80,0,-0.199,10,0,3,5
p_e,52345-061,1,32,349877.39999999997,9.6587179770318e-5,PCI,minus 80,0,-0.057,10,0,3,5
p_e,52345-068,3,34.4,348002.39999999997,8.936703919796204e-5,PCI,longmires,0,-0.387,10,0,3,5
p_e,52345-061,2,32,340532.5,9.400742601590106e-5,PCI,minus 80,0,-0.37,10,0,3,5
p_e,52345-062,2,31.2,337860.6,9.56613549877684e-5,PCI,minus 80,0,-0.071,10,0,3,5
p_e,52345-062,3,31.2,326486.2,9.244082404638942e-5,PCI,minus 80,0,-0.275,10,0,3,5
p_e,52345-061,3,32,311580,8.601479681978799e-5,PCI,minus 80,0,-0.302,10,0,3,5
p_e,52345-073,2,28.8,284393.4,8.723295789163722e-5,PCI,shield,0,-0.151,10,0,3,5
p_e,52345-075,2,26,271520.60000000003,9.225353356890461e-5,PCI,shield,0,-0.153,10,0,3,5
p_e,52345-073,1,28.8,268094,8.223338731841382e-5,PCI,shield,0,-0.113,10,0,3,5
p_e,52345-075,1,26,263718.8,8.960274531122588e-5,PCI,shield,0,-0.249,10,0,3,5
p_e,52345-074,1,29.9,260185.7,7.687158017892385e-5,PCI,shield,0,-0.051,10,0,3,5
p_e,52345-074,2,29.9,254929.19999999998,7.531855300944255e-5,PCI,shield,0,-0.308,10,0,3,5
p_e,52345-073,3,28.8,248327.2,7.617024931291715e-5,PCI,shield,0,-0.092,10,0,3,5
p_e,52345-074,3,29.9,229927.59999999998,6.793185766453549e-5,PCI,shield,0,-0.318,10,0,3,5
p_e,52345-075,3,26,215579.1,7.324650040771949e-5,PCI,shield,0,-0.32,10,0,3,5
p_e,52345-052,3,30.8,191415.80000000002,5.4901048598045064e-5,PCI,self-preserving,0,-0.147,10,0,3,5
p_e,52345-052,1,30.8,188499.7,5.4064665458216705e-5,PCI,self-preserving,0,-0.031,10,0,3,5
p_e,52345-069,2,33.9,186880.80000000002,4.8698833609556275e-5,PCI,longmires,0,-0.207,10,0,3,5
p_e,52345-052,2,30.8,183779.3,5.27107808269469e-5,PCI,self-preserving,0,-0.14,10,0,3,5
p_e,52345-069,3,33.9,177459.59999999998,4.624378498389568e-5,PCI,longmires,0,-0.159,10,0,3,5
p_e,52345-069,1,33.9,176841.6,4.6082741799305796e-5,PCI,longmires,0,-0.091,10,0,3,5
p_e,52345-053,1,24.8,165116.8,5.881568448649264e-5,PCI,self-preserving,0,-0.212,10,0,3,5
p_e,52345-053,3,24.8,163369.59999999998,5.819332041490937e-5,PCI,self-preserving,0,-0.17,10,0,3,5
p_e,52345-053,2,24.8,162180.6,5.7769790835518066e-5,PCI,self-preserving,0,-0.13,10,0,3,5
p_e,52345-054,1,23.8,112097.70000000001,4.160766249962883e-5,PCI,self-preserving,0,-0.133,10,0,3,5
p_e,52345-054,2,23.8,92524.5,3.4342615137927965e-5,PCI,self-preserving,0,-0.069,10,0,3,5
p_e,52345-054,3,23.8,91895.9,3.4109295661727585e-5,PCI,self-preserving,0,-0.249,10,0,3,5
p_e,52345-127,2,0.124,695,4.951270944944716e-5,PCI,later,0,0.175,10,0,3,5
p_e,52345-127,1,0.124,690.8,4.9213495953493664e-5,PCI,later,0,0.339,10,0,3,5
p_e,52345-125,3,0.083,665.3,7.080974072970326e-5,PCI,later,0,0.09,10,0,3,5
p_e,52345-125,2,0.083,659.9,7.023500361871513e-5,PCI,later,0,0.136,10,0,3,5
p_e,52345-125,1,0.083,617.5,6.572225296947507e-5,PCI,later,0,0.151,10,0,3,5
p_e,52345-127,3,0.124,523.2,3.727345263877807e-5,PCI,later,0,0.219,10,0,3,5
p_e,52345-126,1,0.061,345.09999999999997,4.997682905636332e-5,PCI,later,0,0.116,10,0,3,5
p_e,52345-126,2,0.061,336.59999999999997,4.874587267566471e-5,PCI,later,0,0.294,10,0,3,5
p_e,52345-126,3,0.061,229.3,3.320685859931646e-5,PCI,later,0,0.167,10,0,3,5
