lab_ID,bio_rep,tech_rep,common_reality,reference,campaign,task,run_num,year,month,day,lat,lon,depth_m,habitat,num_dolphins,collection_type,collection_time,filter_start_time ,filter_end_time,volume_L,pore_size_um,volume_eluted,filter_type,filter_size_mm,preservation,extraction,molecular_platform,total_DNA_ng_ul,dolphin_DNA_copy_uL
52345-072,3,1,2,SR_shield_zymo_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:52,14:52,14:52,3,5,100,MCE,47,shield,zymo,qPCR,8.76,389913.9
52345-072,3,2,2,SR_shield_zymo_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:52,14:52,14:52,3,5,100,MCE,47,shield,zymo,qPCR,8.76,364197.6
52345-072,3,3,2,SR_shield_zymo_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:52,14:52,14:52,3,5,100,MCE,47,shield,zymo,qPCR,8.76,328874.7
52345-082,1,1,2,vacuum_longmires_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,PCI,qPCR,21.3,59568.9
52345-082,1,2,2,vacuum_longmires_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,PCI,qPCR,21.3,68660.9
52345-082,1,3,2,vacuum_longmires_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,PCI,qPCR,21.3,63373.1
52345-083,2,1,2,vacuum_longmires_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,PCI,qPCR,34.2,50769.5
52345-083,2,2,2,vacuum_longmires_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,PCI,qPCR,34.2,63414.9
52345-083,2,3,2,vacuum_longmires_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,PCI,qPCR,34.2,62238.7
52345-084,3,1,2,vacuum_longmires_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,PCI,qPCR,21.6,180650.9
52345-084,3,2,2,vacuum_longmires_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,PCI,qPCR,21.6,182166.1
52345-084,3,3,2,vacuum_longmires_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,PCI,qPCR,21.6,168190.4
52345-079,1,1,2,vacuum_longmires_zymo_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,zymo,qPCR,1.83,54367.4
52345-079,1,2,2,vacuum_longmires_zymo_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,zymo,qPCR,1.83,55388
52345-079,1,3,2,vacuum_longmires_zymo_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,zymo,qPCR,1.83,46444.1
52345-080,2,1,2,vacuum_longmires_zymo_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,zymo,qPCR,1.24,43610.2
52345-080,2,2,2,vacuum_longmires_zymo_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,zymo,qPCR,1.24,45226.9
52345-080,2,3,2,vacuum_longmires_zymo_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,zymo,qPCR,1.24,41932.7
52345-081,3,1,2,vacuum_longmires_zymo_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,zymo,qPCR,3.93,65096.1
52345-081,3,2,2,vacuum_longmires_zymo_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,zymo,qPCR,3.93,67262
52345-081,3,3,2,vacuum_longmires_zymo_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,zymo,qPCR,3.93,59761
52345-125,1,3,2,SR_later_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:25,14:25,1425,3,5,100,MCE,47,RNAlater,PCI,qPCR,0.083,665.3
52345-125,1,2,2,SR_later_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:25,14:25,1425,3,5,100,MCE,47,RNAlater,PCI,qPCR,0.083,659.9
52345-125,1,1,2,SR_later_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:25,14:25,1425,3,5,100,MCE,47,RNAlater,PCI,qPCR,0.083,617.5
52345-126,2,1,2,SR_later_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:35,14:35,1435,3,5,100,MCE,47,RNAlater,PCI,qPCR,0.061,345.1
52345-126,2,2,2,SR_later_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:35,14:35,1435,3,5,100,MCE,47,RNAlater,PCI,qPCR,0.061,336.6
52345-126,2,3,2,SR_later_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:35,14:35,1435,3,5,100,MCE,47,RNAlater,PCI,qPCR,0.061,229.3
52345-127,3,2,2,SR_later_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:46,14:46,1446,3,5,100,MCE,47,RNAlater,PCI,qPCR,0.124,695
52345-127,3,1,2,SR_later_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:46,14:46,1446,3,5,100,MCE,47,RNAlater,PCI,qPCR,0.124,690.8
52345-127,3,3,2,SR_later_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:46,14:46,1446,3,5,100,MCE,47,RNAlater,PCI,qPCR,0.124,523.2
52345-085,1,1,2,vacuum_longmires_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,QBTK,qPCR,TL,5937.4
52345-085,1,2,2,vacuum_longmires_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,QBTK,qPCR,TL,5010.9
52345-085,1,3,2,vacuum_longmires_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,QBTK,qPCR,TL,4759.5
52345-086,2,1,2,vacuum_longmires_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,QBTK,qPCR,TL,10233.8
52345-086,2,2,2,vacuum_longmires_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,QBTK,qPCR,TL,7348.9
52345-086,2,3,2,vacuum_longmires_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,QBTK,qPCR,TL,8882
52345-087,3,1,2,vacuum_longmires_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,QBTK,qPCR,TL,7457.2
52345-087,3,2,2,vacuum_longmires_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,QBTK,qPCR,TL,6071
52345-087,3,3,2,vacuum_longmires_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,bottle,18:30,18:30,18:30,3,5,100,MCE,47,longmires,QBTK,qPCR,TL,7491.5
52345-146,1,1,57,marginal pier,Feb_2023,transect,PB120,2023,2,3,47.747933,-122.72845,0,ocean,0,SR,12:35,12:35,12:35,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.06
52345-146,1,2,57,marginal pier,Feb_2023,transect,PB120,2023,2,3,47.747933,-122.72845,0,ocean,0,SR,12:35,12:35,12:35,3,5,100,MCE,47,m80,zymo,qPCR,NA,0
52345-146,1,3,57,marginal pier,Feb_2023,transect,PB120,2023,2,3,47.747933,-122.72845,0,ocean,0,SR,12:35,12:35,12:35,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.05
52345-147,2,1,57,marginal pier,Feb_2023,transect,PB120,2023,2,3,47.747933,-122.72845,0,ocean,0,SR,12:35,12:35,12:35,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.08
52345-147,2,2,57,marginal pier,Feb_2023,transect,PB120,2023,2,3,47.747933,-122.72845,0,ocean,0,SR,12:35,12:35,12:35,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.02
52345-147,2,3,57,marginal pier,Feb_2023,transect,PB120,2023,2,3,47.747933,-122.72845,0,ocean,0,SR,12:35,12:35,12:35,3,5,100,MCE,47,m80,zymo,qPCR,NA,0
52345-148,3,1,57,marginal pier,Feb_2023,transect,PB120,2023,2,3,47.747933,-122.72845,0,ocean,0,SR,12:40,12:40,12:40,3,5,100,MCE,47,m80,zymo,qPCR,NA,0
52345-148,3,2,57,marginal pier,Feb_2023,transect,PB120,2023,2,3,47.747933,-122.72845,0,ocean,0,SR,12:40,12:40,12:40,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.09
52345-148,3,3,57,marginal pier,Feb_2023,transect,PB120,2023,2,3,47.747933,-122.72845,0,ocean,0,SR,12:40,12:40,12:40,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.03
52345-149,1,1,58,between MP and bridge,Feb_2023,transect,PB120,2023,2,3,47.745633,-122.729167,0,ocean,0,SR,12:50,12:50,12:50,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.89
52345-149,1,2,58,between MP and bridge,Feb_2023,transect,PB120,2023,2,3,47.745633,-122.729167,0,ocean,0,SR,12:50,12:50,12:50,3,5,100,MCE,47,m80,zymo,qPCR,NA,2.05
52345-149,1,3,58,between MP and bridge,Feb_2023,transect,PB120,2023,2,3,47.745633,-122.729167,0,ocean,0,SR,12:50,12:50,12:50,3,5,100,MCE,47,m80,zymo,qPCR,NA,3.12
52345-150,2,1,58,between MP and bridge,Feb_2023,transect,PB120,2023,2,3,47.745633,-122.729167,0,ocean,0,SR,12:50,12:50,12:50,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.16
52345-150,2,2,58,between MP and bridge,Feb_2023,transect,PB120,2023,2,3,47.745633,-122.729167,0,ocean,0,SR,12:50,12:50,12:50,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.29
52345-150,2,3,58,between MP and bridge,Feb_2023,transect,PB120,2023,2,3,47.745633,-122.729167,0,ocean,0,SR,12:50,12:50,12:50,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.43
52345-151,3,1,58,between MP and bridge,Feb_2023,transect,PB120,2023,2,3,47.745633,-122.729167,0,ocean,0,SR,12:50,12:50,12:50,3,5,100,MCE,47,m80,zymo,qPCR,NA,3.23
52345-151,3,2,58,between MP and bridge,Feb_2023,transect,PB120,2023,2,3,47.745633,-122.729167,0,ocean,0,SR,12:50,12:50,12:50,3,5,100,MCE,47,m80,zymo,qPCR,NA,2.56
52345-151,3,3,58,between MP and bridge,Feb_2023,transect,PB120,2023,2,3,47.745633,-122.729167,0,ocean,0,SR,12:50,12:50,12:50,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.67
52345-152,1,1,59,near bridge,Feb_2023,transect,PB120,2023,2,3,47.74325,-122.728933,0,ocean,0,SR,13:03,13:03,13:03,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.43
52345-152,1,2,59,near bridge,Feb_2023,transect,PB120,2023,2,3,47.74325,-122.728933,0,ocean,0,SR,13:03,13:03,13:03,3,5,100,MCE,47,m80,zymo,qPCR,NA,2.15
52345-152,1,3,59,near bridge,Feb_2023,transect,PB120,2023,2,3,47.74325,-122.728933,0,ocean,0,SR,13:03,13:03,13:03,3,5,100,MCE,47,m80,zymo,qPCR,NA,1.04
52345-153,2,1,59,near bridge,Feb_2023,transect,PB120,2023,2,3,47.74325,-122.728933,0,ocean,0,SR,13:07,13:07,13:07,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.21
52345-153,2,2,59,near bridge,Feb_2023,transect,PB120,2023,2,3,47.74325,-122.728933,0,ocean,0,SR,13:07,13:07,13:07,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.4
52345-153,2,3,59,near bridge,Feb_2023,transect,PB120,2023,2,3,47.74325,-122.728933,0,ocean,0,SR,13:07,13:07,13:07,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.68
52345-154,3,1,59,near bridge,Feb_2023,transect,PB120,2023,2,3,47.74325,-122.728933,0,ocean,0,SR,13:12,13:12,13:12,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.56
52345-154,3,2,59,near bridge,Feb_2023,transect,PB120,2023,2,3,47.74325,-122.728933,0,ocean,0,SR,13:12,13:12,13:12,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.38
52345-154,3,3,59,near bridge,Feb_2023,transect,PB120,2023,2,3,47.74325,-122.728933,0,ocean,0,SR,13:12,13:12,13:12,3,5,100,MCE,47,m80,zymo,qPCR,NA,0.45
52345-155,1,1,60,outside pool,Feb_2023,transect,PB120,2023,2,3,47.742667,-122.729783,0,ocean,0,SR,13:15,13:15,13:15,3,5,100,MCE,47,m80,zymo,qPCR,NA,74.77
52345-155,1,2,60,outside pool,Feb_2023,transect,PB120,2023,2,3,47.742667,-122.729783,0,ocean,0,SR,13:15,13:15,13:15,3,5,100,MCE,47,m80,zymo,qPCR,NA,67.66
52345-155,1,3,60,outside pool,Feb_2023,transect,PB120,2023,2,3,47.742667,-122.729783,0,ocean,0,SR,13:15,13:15,13:15,3,5,100,MCE,47,m80,zymo,qPCR,NA,65.21
52345-156,2,1,60,outside pool,Feb_2023,transect,PB120,2023,2,3,47.742667,-122.729783,0,ocean,0,SR,13:15,13:15,13:15,3,5,100,MCE,47,m80,zymo,qPCR,NA,82.45
52345-156,2,2,60,outside pool,Feb_2023,transect,PB120,2023,2,3,47.742667,-122.729783,0,ocean,0,SR,13:15,13:15,13:15,3,5,100,MCE,47,m80,zymo,qPCR,NA,66.2
52345-156,2,3,60,outside pool,Feb_2023,transect,PB120,2023,2,3,47.742667,-122.729783,0,ocean,0,SR,13:15,13:15,13:15,3,5,100,MCE,47,m80,zymo,qPCR,NA,65.2
52345-157,3,1,60,outside pool,Feb_2023,transect,PB120,2023,2,3,47.742667,-122.729783,0,ocean,0,SR,13:15,13:15,13:15,3,5,100,MCE,47,m80,zymo,qPCR,NA,51.47
52345-157,3,2,60,outside pool,Feb_2023,transect,PB120,2023,2,3,47.742667,-122.729783,0,ocean,0,SR,13:15,13:15,13:15,3,5,100,MCE,47,m80,zymo,qPCR,NA,52.45
52345-157,3,3,60,outside pool,Feb_2023,transect,PB120,2023,2,3,47.742667,-122.729783,0,ocean,0,SR,13:15,13:15,13:15,3,5,100,MCE,47,m80,zymo,qPCR,NA,42.67
